Date,FUND_TOTAL_ASSETS,FUND_NET_ASSET_VAL,TURNOVER,FUND_FLOW,TOT_RETURN_INDEX_GROSS_DVDS,FundTicker,SectorSheet
2022-10-31,4047,54.8,41556530,,82.74,BION,Health Care
2022-11-30,4047,53.35,49813570,,85.18,BION,Health Care
2022-12-30,4047,49,38789700,,79.16,BION,Health Care
2023-01-31,4047,49.8,42365490,,83.75,BION,Health Care
2023-02-28,4047,46.3,46089010,,77.87,BION,Health Care
2023-03-31,4047,41.5,62701560,,75.7,BION,Health Care
2023-04-28,4047,40.75,43373580,,68.88,BION,Health Care
2023-05-31,4047,40.75,53598440,,63.5,BION,Health Care
2023-06-30,2276,41.25,56572260,,59.18,BION,Health Care
2023-07-31,2276,40.8,59506570,,68.35,BION,Health Care
2023-08-31,2276,40.25,32713520,,62.22,BION,Health Care
2023-09-29,2276,40.35,48965620,,62.67,BION,Health Care
2023-10-31,2276,36.9,41554550,,55.09,BION,Health Care
2023-11-30,2276,39.05,44674790,,57.74,BION,Health Care
2023-12-29,2276,42.35,69869340,,64.79,BION,Health Care
2024-01-31,2276,44.45,55488540,,67.67,BION,Health Care
2024-02-29,2276,46.95,68752510,,69.41,BION,Health Care
2024-03-29,2276,45.1,63564240,,72.09,BION,Health Care
2024-04-30,2276,42.95,63688900,,65.44,BION,Health Care
2024-05-31,2276,40.75,57371790,,63.23,BION,Health Care
2024-06-28,2276,43.5,55341590,,63.46,BION,Health Care
2024-07-31,2276,46.45,50761530,,66.23,BION,Health Care
2024-08-30,2276,42.4,47802100,,61.64,BION,Health Care
2024-09-30,2276,40.65,52919820,,57.61,BION,Health Care
2024-10-31,2276,43.5,58051700,,57.77,BION,Health Care
2024-11-29,2276,45.4,77868020,,59.11,BION,Health Care
2024-12-31,2276,41.75,61934800,,56.03,BION,Health Care
2025-01-31,2276,45.25,67002960,,64.33,BION,Health Care
2025-02-28,2276,42.35,55785790,,58.56,BION,Health Care
2025-03-31,2276,35.55,87845700,,51.11,BION,Health Care
2025-04-30,2276,34.3,65141660,,49.44,BION,Health Care
2025-05-30,2276,33.85,45723310,,49.1,BION,Health Care
2025-06-30,2276,33.75,50386180,,50.52,BION,Health Care
2025-07-31,2276,37.55,55456070,,55.71,BION,Health Care
2025-08-29,2276,37.55,60255050,,53.53,BION,Health Care
2025-09-30,2276,41.85,69118510,,60.64,BION,Health Care
2025-10-31,2276,46.65,91190530,,68.76,BION,Health Care
2015-10-30,,,,,,HEALSMC,Health Care
2015-11-30,,,,,,HEALSMC,Health Care
2015-12-31,,,,,,HEALSMC,Health Care
2016-01-29,,,,,,HEALSMC,Health Care
2016-02-29,,,,,,HEALSMC,Health Care
2016-03-31,,,,,,HEALSMC,Health Care
2016-04-29,,,,,,HEALSMC,Health Care
2016-05-31,,,,,,HEALSMC,Health Care
2016-06-30,,,,,,HEALSMC,Health Care
2016-07-29,,,,,,HEALSMC,Health Care
2016-08-31,,,,,,HEALSMC,Health Care
2016-09-30,,,,,,HEALSMC,Health Care
2016-10-31,,,,,,HEALSMC,Health Care
2016-11-30,,,,,,HEALSMC,Health Care
2016-12-30,,,,,,HEALSMC,Health Care
2017-01-31,,,,,,HEALSMC,Health Care
2017-02-28,,,,,,HEALSMC,Health Care
2017-03-31,,,,,,HEALSMC,Health Care
2017-04-28,,,,,,HEALSMC,Health Care
2017-05-31,,,,,,HEALSMC,Health Care
2017-06-30,,,,,,HEALSMC,Health Care
2017-07-31,,,,,,HEALSMC,Health Care
2017-08-31,,,,,,HEALSMC,Health Care
2017-09-29,,,,,,HEALSMC,Health Care
2017-10-31,,,,,,HEALSMC,Health Care
2017-11-30,,,,,,HEALSMC,Health Care
2017-12-29,,,,,,HEALSMC,Health Care
2018-01-31,,,,,,HEALSMC,Health Care
2018-02-28,,,,,,HEALSMC,Health Care
2018-03-30,,,,,,HEALSMC,Health Care
2018-04-30,,,,,,HEALSMC,Health Care
2018-05-31,,,,,,HEALSMC,Health Care
2018-06-29,,,,,,HEALSMC,Health Care
2018-07-31,,,,,,HEALSMC,Health Care
2018-08-31,,,,,,HEALSMC,Health Care
2018-09-28,,,,,,HEALSMC,Health Care
2018-10-31,,,,,,HEALSMC,Health Care
2018-11-30,,,,,,HEALSMC,Health Care
2018-12-31,,,,,,HEALSMC,Health Care
2019-01-31,,,,,,HEALSMC,Health Care
2019-02-28,,,,,,HEALSMC,Health Care
2019-03-29,,,,,,HEALSMC,Health Care
2019-04-30,,,,,,HEALSMC,Health Care
2019-05-31,,,,,,HEALSMC,Health Care
2019-06-28,,100.7459,,,100.7459,HEALSMC,Health Care
2019-07-31,,102.7109,,,102.7109,HEALSMC,Health Care
2019-08-30,,98.86969,,,98.86969,HEALSMC,Health Care
2019-09-30,,102.212536,,,102.212536,HEALSMC,Health Care
2019-10-31,,107.924157,,4.4086,107.924157,HEALSMC,Health Care
2019-11-29,,110.323738,,52.2952,110.323738,HEALSMC,Health Care
2019-12-31,,108.141478,,-46.3627,108.141478,HEALSMC,Health Care
2020-01-31,,107.048823,,-7.2825,107.048823,HEALSMC,Health Care
2020-02-28,,100.828821,,-9.5744,100.828821,HEALSMC,Health Care
2020-03-31,,100.257133,,-51.0253,100.257133,HEALSMC,Health Care
2020-04-30,,109.409352,,0.1681,109.409352,HEALSMC,Health Care
2020-05-29,,112.160279,,0.9925,112.160279,HEALSMC,Health Care
2020-06-30,,108.270945,,-5.2706,108.270945,HEALSMC,Health Care
2020-07-31,,111.520682,,-14.6762,111.520682,HEALSMC,Health Care
2020-08-31,,111.726804,,-3.238,111.726804,HEALSMC,Health Care
2020-09-30,,112.157395,,-6.1273,112.157395,HEALSMC,Health Care
2020-10-30,,107.21631,,-13.406,107.21631,HEALSMC,Health Care
2020-11-30,,120.921113,,9.4132,120.921113,HEALSMC,Health Care
2020-12-31,,122.291721,,4.3398,122.291721,HEALSMC,Health Care
2021-01-29,,124.564497,,5.4348,124.564497,HEALSMC,Health Care
2021-02-26,,123.214035,,-14.0893,123.214035,HEALSMC,Health Care
2021-03-31,,132.128594,,-3.8932,132.128594,HEALSMC,Health Care
2021-04-30,,132.797276,,1.2055,132.797276,HEALSMC,Health Care
2021-05-31,,132.557026,,37.1788,132.557026,HEALSMC,Health Care
2021-06-30,,135.888144,,-34.4798,135.888144,HEALSMC,Health Care
2021-07-30,,135.584141,,-45.9623,135.584141,HEALSMC,Health Care
2021-08-31,,133.174821,,-342.5224,133.174821,HEALSMC,Health Care
2021-09-30,,128.911491,,-342.5224,128.911491,HEALSMC,Health Care
2021-10-29,,127.974912,,-5.8424,127.974912,HEALSMC,Health Care
2021-11-30,,117.649208,,-42.7045,117.649208,HEALSMC,Health Care
2021-12-31,,125.650082,,-36.4275,125.650082,HEALSMC,Health Care
2022-01-31,,122.029745,,-17.8099,122.029745,HEALSMC,Health Care
2022-02-28,,122.13233,,-69.2532,122.13233,HEALSMC,Health Care
2022-03-31,,128.247741,,-14.0851,128.247741,HEALSMC,Health Care
2022-04-29,,130.432695,,-3.6121,130.432695,HEALSMC,Health Care
2022-05-31,,128.780358,,-0.4693,128.780358,HEALSMC,Health Care
2022-06-30,,123.606645,,-125.8382,123.606645,HEALSMC,Health Care
2022-07-29,,130.488558,,-1.7418,130.488558,HEALSMC,Health Care
2022-08-31,,134.743092,,-0.7619,134.743092,HEALSMC,Health Care
2022-09-30,,133.037304,,4.7705,133.037304,HEALSMC,Health Care
2022-10-31,,142.556915,,-0.6976,142.556915,HEALSMC,Health Care
2022-11-30,,144.258095,,5.972,144.258095,HEALSMC,Health Care
2022-12-30,,142.318128,,5.972,142.318128,HEALSMC,Health Care
2023-01-31,,145.519098,,-46.4314,145.519098,HEALSMC,Health Care
2023-02-28,,145.258424,,-6.5172,145.258424,HEALSMC,Health Care
2023-03-31,,141.380611,,-8.9503,141.380611,HEALSMC,Health Care
2023-04-28,,142.509307,,-10.5588,142.509307,HEALSMC,Health Care
2023-05-31,,144.425252,,-9.689,144.425252,HEALSMC,Health Care
2023-06-30,,145.625217,,-5.6069,145.625217,HEALSMC,Health Care
2023-07-31,,147.15084,,-2.552,147.15084,HEALSMC,Health Care
2023-08-31,,148.74141,,-3.2051,148.74141,HEALSMC,Health Care
2023-09-29,,144.009314,,40.4662,144.009314,HEALSMC,Health Care
2023-10-31,,143.141325,,-88.7114,143.141325,HEALSMC,Health Care
2023-11-30,,140.486253,,-6.7305,140.486253,HEALSMC,Health Care
2023-12-29,,139.543759,,-11.6734,139.543759,HEALSMC,Health Care
2024-01-31,,144.672478,,-108.9476,144.672478,HEALSMC,Health Care
2024-02-29,,143.522225,,-21.2471,143.522225,HEALSMC,Health Care
2024-03-29,,151.113203,,-14.3449,151.113203,HEALSMC,Health Care
2024-04-30,,147.811455,,-14.3449,147.811455,HEALSMC,Health Care
2024-05-31,,144.275059,,-14.3449,144.275059,HEALSMC,Health Care
2024-06-28,,146.28278,,-13.7374,146.28278,HEALSMC,Health Care
2024-07-31,,155.383898,,-941.8078,155.383898,HEALSMC,Health Care
2024-08-30,,153.734515,,-0.002,153.734515,HEALSMC,Health Care
2024-09-30,,146.154996,,0,146.154996,HEALSMC,Health Care
2024-10-31,948.365649,147.132008,,0,147.132008,HEALSMC,Health Care
2024-11-29,948.365649,149.671373,,0,149.671373,HEALSMC,Health Care
2024-12-31,948.365649,143.058351,,0,143.058351,HEALSMC,Health Care
2025-01-31,948.365649,156.449994,,0,156.449994,HEALSMC,Health Care
2025-02-28,948.365649,149.237044,,0,149.237044,HEALSMC,Health Care
2025-03-31,948.365649,132.267285,,0,132.267285,HEALSMC,Health Care
2025-04-30,948.365649,130.449775,,0,130.449775,HEALSMC,Health Care
2025-05-30,948.365649,130.781,,0,130.781,HEALSMC,Health Care
2025-06-30,948.365649,135.348668,,0,135.348668,HEALSMC,Health Care
2025-07-31,948.365649,143.981368,,0,143.981368,HEALSMC,Health Care
2025-08-29,948.365649,145.479796,,0,145.479796,HEALSMC,Health Care
2025-09-30,948.365649,150.040729,,0,150.040729,HEALSMC,Health Care
2025-10-31,948.365649,159.469368,,0,159.469368,HEALSMC,Health Care
2015-10-30,146.034,834.91,,5.6021,834.91,BSOBISA,Health Care
2015-11-30,156.464,888.75,,1.0099,888.75,BSOBISA,Health Care
2015-12-31,144.779,868.44,,-8.3792,868.44,BSOBISA,Health Care
2016-01-29,118.855,729.53,,-2.9203,729.53,BSOBISA,Health Care
2016-02-29,114.538,706.05,,-0.522,706.05,BSOBISA,Health Care
2016-03-31,111.298,701.56,,-2.555,701.56,BSOBISA,Health Care
2016-04-29,113.503,721.55,,-1.013,721.55,BSOBISA,Health Care
2016-05-31,117.077,753.82,,-1.3847,753.82,BSOBISA,Health Care
2016-06-30,112.533,724.51,,0.0149,724.51,BSOBISA,Health Care
2016-07-29,121.844,770.04,,2.1434,770.04,BSOBISA,Health Care
2016-08-31,114.292,740.23,,-2.8707,740.23,BSOBISA,Health Care
2016-09-30,118.699,766.73,,0.308,766.73,BSOBISA,Health Care
2016-10-31,108.835,711.34,,-1.3668,711.34,BSOBISA,Health Care
2016-11-30,119.891,755.46,,4.3556,755.46,BSOBISA,Health Care
2016-12-30,121.78,764.64,,0.4308,764.64,BSOBISA,Health Care
2017-01-31,122.877,780.98,,-1.51,780.98,BSOBISA,Health Care
2017-02-28,130.508,835.16,,-0.8407,835.16,BSOBISA,Health Care
2017-03-31,131.101,842.44,,-0.5406,842.44,BSOBISA,Health Care
2017-04-28,131.153,840.86,,0.2992,840.86,BSOBISA,Health Care
2017-05-31,128.798,834.1,,-1.3126,834.1,BSOBISA,Health Care
2017-06-30,139.189,852.77,,7.5813,852.77,BSOBISA,Health Care
2017-07-31,137.797,836.5,,1.2766,836.5,BSOBISA,Health Care
2017-08-31,142.339,860.16,,0.6105,860.16,BSOBISA,Health Care
2017-09-29,140.474,869.71,,-3.4236,869.71,BSOBISA,Health Care
2017-10-31,138.158,859.8,,-0.7374,859.8,BSOBISA,Health Care
2017-11-30,133.337,828.7,,0.1824,828.7,BSOBISA,Health Care
2017-12-29,132.894,823.09,,0.4593,823.09,BSOBISA,Health Care
2018-01-31,137.682,846.88,,0.9634,846.88,BSOBISA,Health Care
2018-02-28,133.411,825.54,,-0.7978,825.54,BSOBISA,Health Care
2018-03-30,130.895,806.85,,0.5143,806.85,BSOBISA,Health Care
2018-04-30,131.226,807.79,,0.1828,807.79,BSOBISA,Health Care
2018-05-31,139.247,856.52,,-7.967,856.52,BSOBISA,Health Care
2018-06-29,138.797,856.89,,-0.5191,856.89,BSOBISA,Health Care
2018-07-31,143.836,881.43,,1.0697,881.43,BSOBISA,Health Care
2018-08-31,149.047,911.96,,0.2171,911.96,BSOBISA,Health Care
2018-09-28,149.501,917.2,,-0.3963,917.2,BSOBISA,Health Care
2018-10-31,136.004,834.1,,-7.5123,834.1,BSOBISA,Health Care
2018-11-30,141.739,873.46,,-0.6669,873.46,BSOBISA,Health Care
2018-12-31,136.336,795.01,,-0.5543,795.01,BSOBISA,Health Care
2019-01-31,141.027,842.6,,-0.1827,842.6,BSOBISA,Health Care
2019-02-28,145.948,872.52,,-0.1015,872.52,BSOBISA,Health Care
2019-03-29,150.927,901.11,,0.175,901.11,BSOBISA,Health Care
2019-04-30,143.084,875.45,,-3.5669,875.45,BSOBISA,Health Care
2019-05-31,130.056,837.91,,-6.8947,837.91,BSOBISA,Health Care
2019-06-28,135.052,874.41,,-0.679,874.41,BSOBISA,Health Care
2019-07-31,139.153,902.72,,-0.2886,902.72,BSOBISA,Health Care
2019-08-30,139.794,903.48,,0.5002,903.48,BSOBISA,Health Care
2019-09-30,138.87216663,897.58,,-8.2365,897.58,BSOBISA,Health Care
2019-10-31,141.66922584,912.4,,0.4614,912.4,BSOBISA,Health Care
2019-11-29,154.26927369,1002.45,,-1.3463,1002.45,BSOBISA,Health Care
2019-12-31,154.66802967,998.15,,1.0382,998.15,BSOBISA,Health Care
2020-01-31,155.40212866,1002.45,,0.0429,1002.45,BSOBISA,Health Care
2020-02-28,150.74354617,970.88,,0.1869,970.88,BSOBISA,Health Care
2020-03-31,143.17769203,922.92,,-0.1868,922.92,BSOBISA,Health Care
2020-04-30,162.87630523,1043.04,,0.962,1043.04,BSOBISA,Health Care
2020-05-29,178.66856259,1109.01,,5.4044,1109.01,BSOBISA,Health Care
2020-06-30,179.02997297,1107.52,,0.5729,1107.52,BSOBISA,Health Care
2020-07-31,174.33464575,1081.48,,-0.5567,1081.48,BSOBISA,Health Care
2020-08-31,176.00172415,1089.8,,0.2941,1089.8,BSOBISA,Health Care
2020-09-30,174.77092845,1073.14,,1.4077,1073.14,BSOBISA,Health Care
2020-10-30,167.65140653,1025.21,,0.6962,1025.21,BSOBISA,Health Care
2020-11-30,181.15729882,1111.78,,-0.6901,1111.78,BSOBISA,Health Care
2020-12-31,204.96598904,1128.83,,0.6583,1128.83,BSOBISA,Health Care
2021-01-29,220.07037497,1200.32,,2.0792,1200.32,BSOBISA,Health Care
2021-02-26,209.49056382,1130.67,,2.2991,1130.67,BSOBISA,Health Care
2021-03-31,212.05473583,1135.42,,-0.3364,1135.42,BSOBISA,Health Care
2021-04-30,220.66047228,1145.47,,1.6368,1145.47,BSOBISA,Health Care
2021-05-31,215.31906283,1127.26,,-1.8225,1127.26,BSOBISA,Health Care
2021-06-30,232.79613425,1221.52,,-1.8992,1221.52,BSOBISA,Health Care
2021-07-30,229.33017511,1233.22,,-1.3679,1233.22,BSOBISA,Health Care
2021-08-31,233.74300351,1287.07,,-5.649,1287.07,BSOBISA,Health Care
2021-09-30,222.33551992,1246.77,,-4.2793,1246.77,BSOBISA,Health Care
2021-10-29,223.65153274,1243.99,,-0.2098,1243.99,BSOBISA,Health Care
2021-11-30,216.36942305,1219.09,,-2.8975,1219.09,BSOBISA,Health Care
2021-12-31,220.82176202,1236.33,,1.3104,1236.33,BSOBISA,Health Care
2022-01-31,200.5582258,1131.68,,-1.7183,1131.68,BSOBISA,Health Care
2022-02-28,197.00608331,1109.85,,0.2563,1109.85,BSOBISA,Health Care
2022-03-31,217.16193686,1163.9,,-0.3833,1163.9,BSOBISA,Health Care
2022-04-29,209.83923052,1125.78,,-0.2995,1125.78,BSOBISA,Health Care
2022-05-31,207.05066726,1110.44,,-0.002,1110.44,BSOBISA,Health Care
2022-06-30,207.20397083,1110.23,,0.1318,1110.23,BSOBISA,Health Care
2022-07-29,219.02999729,1174.79,,-0.2818,1174.79,BSOBISA,Health Care
2022-08-31,212.33218102,1139.53,,-0.1952,1139.53,BSOBISA,Health Care
2022-09-30,202.13361449,1112.35,,-0.0951,1112.35,BSOBISA,Health Care
2022-10-31,212.12248329,1188.42,,-2.7598,1188.42,BSOBISA,Health Care
2022-11-30,216.47715189,1213.16,,-1.0045,1213.16,BSOBISA,Health Care
2022-12-30,217.04326949,1162.8,,4.454,1162.8,BSOBISA,Health Care
2023-01-31,215.34577783,1151.11,,0.2781,1151.11,BSOBISA,Health Care
2023-02-28,210.88895474,1112.44,,4.1142,1112.44,BSOBISA,Health Care
2023-03-31,209.08459044,1104.42,,0.349,1104.42,BSOBISA,Health Care
2023-04-28,211.39225974,1117.48,,-0.222,1117.48,BSOBISA,Health Care
2023-05-31,210.25537651,1109.8,,0.2517,1109.8,BSOBISA,Health Care
2023-06-30,209.45760361,1105.63,,-0.08,1105.63,BSOBISA,Health Care
2023-07-31,212.42156665,1117.54,,0.6262,1117.54,BSOBISA,Health Care
2023-08-31,214.32073093,1119.6,,1.4234,1119.6,BSOBISA,Health Care
2023-09-29,208.69970958,1091.52,,-0.2981,1091.52,BSOBISA,Health Care
2023-10-31,191.38317619,1009.93,,0.2795,1009.93,BSOBISA,Health Care
2023-11-30,198.35009419,1046.54,,-0.0234,1046.54,BSOBISA,Health Care
2023-12-29,205.70851557,1100.83,,-2.9066,1100.83,BSOBISA,Health Care
2024-01-31,222.82967447,1137.85,,-7.2971,1137.85,BSOBISA,Health Care
2024-02-29,228.09442575,1165.79,,-3.6103,1165.79,BSOBISA,Health Care
2024-03-29,229.92260671,1184.88,,-1.3699,1184.88,BSOBISA,Health Care
2024-04-30,226.70786205,1146.97,,-0.4197,1146.97,BSOBISA,Health Care
2024-05-31,221.99997438,1170.37,,-0.2771,1170.37,BSOBISA,Health Care
2024-06-28,229.3206026,1210.5,,-0.3607,1210.5,BSOBISA,Health Care
2024-07-31,236.28161347,1249.56,,-0.5105,1249.56,BSOBISA,Health Care
2024-08-30,241.14959027,1275.21,,-0.0638,1275.21,BSOBISA,Health Care
2024-09-30,229.12359376,1219.66,,-1.6365,1219.66,BSOBISA,Health Care
2024-10-31,207.97017362,1209.43,,-0.6549,1209.43,BSOBISA,Health Care
2024-11-29,211.75531834,1226.13,,0.5417,1226.13,BSOBISA,Health Care
2024-12-31,202.01529852,1170.73,,-0.2483,1170.73,BSOBISA,Health Care
2025-01-31,213.42651086,1237.34,,-0.1505,1237.34,BSOBISA,Health Care
2025-02-28,213.86911593,1257.14,,-2.9919,1257.14,BSOBISA,Health Care
2025-03-31,195.36592781,1155.7,,-0.8607,1155.7,BSOBISA,Health Care
2025-04-30,186.85399701,1108.8,,-0.2086,1108.8,BSOBISA,Health Care
2025-05-30,184.9823211,1092.59,,0.82,1092.59,BSOBISA,Health Care
2025-06-30,181.34395071,1069.13,,0.2636,1069.13,BSOBISA,Health Care
2025-07-31,197.0134157,1163.94,,-0.5138,1163.94,BSOBISA,Health Care
2025-08-29,198.71671669,1174.85,,-0.1947,1174.85,BSOBISA,Health Care
2025-09-30,203.63567656,1206.63,,-0.52,1206.63,BSOBISA,Health Care
2025-10-31,216.02524276,1289.99,,-1.7203,1289.99,BSOBISA,Health Care
2015-10-30,,,,,,FHI,Health Care
2015-11-30,,,,,,FHI,Health Care
2015-12-31,,,,,,FHI,Health Care
2016-01-29,,,,,,FHI,Health Care
2016-02-29,,,,,,FHI,Health Care
2016-03-31,,,,,,FHI,Health Care
2016-04-29,,,,,,FHI,Health Care
2016-05-31,,,,,,FHI,Health Care
2016-06-30,,,,,,FHI,Health Care
2016-07-29,,,,,,FHI,Health Care
2016-08-31,,,,,,FHI,Health Care
2016-09-30,,,,,,FHI,Health Care
2016-10-31,,,,,,FHI,Health Care
2016-11-30,,,,,,FHI,Health Care
2016-12-30,,,,,,FHI,Health Care
2017-01-31,,,,,,FHI,Health Care
2017-02-28,,,,,,FHI,Health Care
2017-03-31,,,,,,FHI,Health Care
2017-04-28,,,,,,FHI,Health Care
2017-05-31,,,,,,FHI,Health Care
2017-06-30,,,,,,FHI,Health Care
2017-07-31,,,,,,FHI,Health Care
2017-08-31,,,,,,FHI,Health Care
2017-09-29,,,,,,FHI,Health Care
2017-10-31,,,,,,FHI,Health Care
2017-11-30,,,,,,FHI,Health Care
2017-12-29,,,,,,FHI,Health Care
2018-01-31,,,,,,FHI,Health Care
2018-02-28,,,,,,FHI,Health Care
2018-03-30,,,,,,FHI,Health Care
2018-04-30,,,,,,FHI,Health Care
2018-05-31,,,,,,FHI,Health Care
2018-06-29,0.9906,9.9057,305715.3,0,9.9,FHI,Health Care
2018-07-31,12.5668,10.4723,11777140,11.2552,10.49,FHI,Health Care
2018-08-31,13.5928,10.8742,1032668,0.5287,10.88,FHI,Health Care
2018-09-28,14.3778,11.0598,588660.9,0.5509,11.1858,FHI,Health Care
2018-10-31,108.8612,10.4149,95934780,95.8647,10.62,FHI,Health Care
2018-11-30,118.9236,11.1638,12099350,2.6254,11.2869,FHI,Health Care
2018-12-31,133.2334,10.0891,26664730,26.0063,10.3055,FHI,Health Care
2019-01-31,145.5789,10.4338,7044015,7.1799,10.6429,FHI,Health Care
2019-02-28,146.7931,10.4831,663124.4,0.5287,10.7655,FHI,Health Care
2019-03-29,175.4607,10.3483,30919050,30.3069,10.7113,FHI,Health Care
2019-04-30,173.0935,10.0894,2799062,2.0107,10.4931,FHI,Health Care
2019-05-31,170.3874,9.8733,657737.6,1.0065,10.275,FHI,Health Care
2019-06-28,176.5326,10.2321,492808,0,10.7534,FHI,Health Care
2019-07-31,175.3363,10.1916,1505838,-0.5112,10.7639,FHI,Health Care
2019-08-30,175.2755,10.2168,466505.7,-0.5074,10.7534,FHI,Health Care
2019-09-30,180.477,10.0517,8532029,8.129,10.6685,FHI,Health Care
2019-10-31,187.9084,10.4369,417112.2,0.5105,11.15,FHI,Health Care
2019-11-29,195.2408,10.8434,561547.4,0,11.6208,FHI,Health Care
2019-12-31,199.6204,11.0887,1020843,0,11.972,FHI,Health Care
2020-01-31,194.0771,10.779,422997.4,0,11.7122,FHI,Health Care
2020-02-28,185.1006,10.0299,6527087,5.4447,10.8246,FHI,Health Care
2020-03-31,173.6484,9.2776,4269573,1.8653,10.2571,FHI,Health Care
